unix_ms,rel_timestamp,frame,event,gaze_target_world_pos_x,gaze_target_world_pos_y,gaze_target_world_pos_z,gaze_target_screen_pos_x,gaze_target_screen_pos_y,gaze_target_screen_pos_z,gaze_direction_x,gaze_direction_y,gaze_direction_z,gaze_target_distance,gaze_target_name,head_target_world_pos_x,head_target_world_pos_y,head_target_world_pos_z,head_target_screen_pos_x,head_target_screen_pos_y,head_target_screen_pos_z,head_direction_x,head_direction_y,head_direction_z,head_position_x,head_position_y,head_position_z,head_target_distance,head_target_name,gaze_head_rel_direction_x,gaze_head_rel_direction_y,gaze_head_rel_direction_z,gaze_head_angle_diff
1758829561218,0.4816761,1266,Eye Hit,-34.83713,2.994551,13.8,734.24,782.0027,37.3223,-0.9572608,0.03803705,0.286714,37.33936,NorthBuildings_NoColliders,-29.23601,3.300519,11.30983,720.0001,792,31.28959,-0.9633359,0.05517006,0.2625646,0.9063766,1.574272,3.094283,31.28961,NW_Tree_30,0.02473581,-0.01736584,0.9995432,1.731897
1758829561232,0.4960918,1267,Eye Hit,-35.51627,3.028872,13.8,731.2735,782.1307,37.97844,-0.9587107,0.03828713,0.2817938,37.99131,NorthBuildings_NoColliders,-29.23628,3.302692,11.31059,720.0001,792,31.29021,-0.9633269,0.0552377,0.2625837,0.9064155,1.574294,3.09428,31.29022,NW_Tree_30,0.01958507,-0.01714555,0.9996611,1.491478
1758829561246,0.5101795,1268,Eye Hit,-35.51615,3.028895,13.8,731.2342,782.05,37.97833,-0.9587106,0.03828713,0.2817944,37.99125,NorthBuildings_NoColliders,-29.23691,3.307174,11.31293,720.0001,791.9999,31.29172,-0.9633019,0.05537745,0.262646,0.9064584,1.574319,3.09428,31.29173,NW_Tree_30,0.01951686,-0.01728579,0.9996601,1.493838
1758829561261,0.5243702,1269,Eye Hit,-35.51622,3.028895,13.8,731.2323,781.9586,37.97834,-0.9587107,0.03828701,0.2817938,37.99135,NorthBuildings_NoColliders,-29.23739,3.312123,11.31305,720.0001,792,31.29253,-0.9632936,0.05553417,0.2626434,0.9064991,1.57432,3.09427,31.29254,NW_Tree_30,0.01951343,-0.0174446,0.9996574,1.499852
1758829561274,0.5380077,1270,Eye Hit,-35.5176,3.033909,13.8,731.1515,782.0295,37.98009,-0.9587089,0.03841734,0.2817826,37.99292,NorthBuildings_NoColliders,-29.23782,3.312572,11.3175,720.0001,791.9999,31.29419,-0.9632578,0.0555455,0.2627722,0.906549,1.574322,3.094254,31.2942,NW_Tree_30,0.01937309,-0.01732141,0.9996624,1.489115
1758829561288,0.5518513,1271,Eye Hit,-35.51754,3.033867,13.8,731.1593,781.948,37.98003,-0.9587089,0.03841735,0.2817824,37.99297,NorthBuildings_NoColliders,-29.23821,3.316973,11.31714,720.0001,791.9999,31.29481,-0.9632543,0.05568643,0.2627554,0.9066539,1.574278,3.094251,31.29482,NW_Tree_30,0.01938659,-0.01746294,0.9996597,1.495148
1758829561302,0.5658588,1272,Eye Hit,-35.69715,3.047504,13.8,730.3949,781.899,38.1537,-0.9590757,0.03860183,0.2805062,38.16581,NorthBuildings_NoColliders,-29.23906,3.325728,11.31728,720.0001,791.9999,31.29625,-0.9632402,0.05596505,0.2627478,0.9067471,1.574234,3.094255,31.29626,NW_Tree_30,0.01805919,-0.01754852,0.999683,1.442793
1758829561316,0.5796318,1273,Eye Hit,-35.69702,3.047506,13.8,730.3917,781.6501,38.15332,-0.9590756,0.03860184,0.2805067,38.16571,NorthBuildings_NoColliders,-29.2404,3.339418,11.31778,720,791.9999,31.29848,-0.9632157,0.05639825,0.2627447,0.9067874,1.57424,3.094262,31.29849,NW_Tree_30,0.01805329,-0.01798082,0.9996753,1.460051
1758829561330,0.5937271,1274,Eye Hit,-35.697,3.047515,13.8,730.3688,781.4975,38.15318,-0.9590756,0.03860171,0.2805066,38.16573,NorthBuildings_NoColliders,-29.24135,3.347958,11.31938,720.0001,791.9999,31.30033,-0.9631901,0.05666737,0.2627805,0.9068151,1.574253,3.09426,31.30034,NW_Tree_30,0.01801369,-0.01824582,0.9996712,1.469137
1758829561344,0.6073875,1275,Eye Hit,-35.69744,3.070179,13.8,730.3421,781.8139,38.15491,-0.9590544,0.03919392,0.2804968,38.16706,NorthBuildings_NoColliders,-29.24164,3.34946,11.3211,720.0001,791.9999,31.30117,-0.9631744,0.05671351,0.2628284,0.9068475,1.574262,3.094258,31.30119,NW_Tree_30,0.01796731,-0.01769636,0.9996819,1.445097
1758829561359,0.6222954,1276,Eye Hit,-35.69735,3.070168,13.8,730.3276,781.8583,38.15495,-0.9590543,0.03919392,0.2804971,38.16701,NorthBuildings_NoColliders,-29.24145,3.346859,11.32172,720,791.9999,31.30104,-0.9631735,0.05663096,0.2628492,0.9068854,1.574253,3.094264,31.30105,NW_Tree_30,0.01794237,-0.01761921,0.9996836,1.440893
1758829561372,0.6357079,1277,Eye Hit,-35.68743,3.106598,13.8,730.3629,782.4426,38.14751,-0.9589975,0.04015701,0.2805553,38.15895,NorthBuildings_NoColliders,-29.24133,3.345094,11.32223,720.0001,792,31.30097,-0.9631726,0.05657481,0.2628649,0.9069128,1.574248,3.094302,31.30098,NW_Tree_30,0.0180037,-0.01660435,0.9997001,1.403466
1758829561386,0.6493282,1278,Eye Hit,-35.68745,3.106652,13.8,730.2306,782.4508,38.14766,-0.9589973,0.04015701,0.2805558,38.15894,NorthBuildings_NoColliders,-29.24197,3.344961,11.32989,720.0001,792,31.30356,-0.9631122,0.05656417,0.2630882,0.906867,1.574303,3.094288,31.30357,NW_Tree_30,0.01777411,-0.01659026,0.9997044,1.39311
1758829561400,0.663311,1279,Eye Hit,-35.65928,3.406819,13.8,730.2642,786.9174,38.13754,-0.9586051,0.04803951,0.2806576,38.14509,NorthBuildings_NoColliders,-29.24304,3.34945,11.33731,720.0001,791.9999,31.30673,-0.9630467,0.05670042,0.2632985,0.9068019,1.574347,3.094289,31.30674,NW_Tree_30,0.01783395,-0.008831225,0.9998021,1.140381
1758829561413,0.6771393,1280,Eye Hit,-35.65931,3.406837,13.8,730.1102,786.7624,38.13761,-0.9586052,0.0480395,0.2806571,38.14508,NorthBuildings_NoColliders,-29.24468,3.358401,11.34645,720.0001,791.9999,31.31118,-0.9629611,0.05697761,0.2635522,0.9067631,1.574367,3.094312,31.31119,NW_Tree_30,0.0175665,-0.009100443,0.9998045,1.133669
1758829561428,0.6915245,1281,Eye Hit,-35.65918,3.406834,13.8,730.0231,786.771,38.13758,-0.958605,0.04803952,0.2806574,38.14494,NorthBuildings_NoColliders,-29.2451,3.358201,11.35158,720.0001,791.9999,31.31292,-0.9629208,0.05696794,0.2637007,0.9067535,1.57437,3.094339,31.31293,NW_Tree_30,0.01741529,-0.009085502,0.9998071,1.125527
1758829561441,0.7051544,1282,Eye Hit,-35.94847,3.130368,13.8,728.6783,782.5638,38.40061,-0.959518,0.04051,0.278719,38.41014,NorthBuildings_NoColliders,-29.24495,3.351753,11.35685,720.0001,792,31.31378,-0.9628892,0.05676035,0.2638612,0.9067535,1.574373,3.09436,31.31379,NW_Tree_30,0.01507798,-0.01639472,0.9997519,1.276256
