frame,timestamp,id,Label,pos_x,pos_y,for_x,for_y,deltaTime,frameRateRaw,frameRateSmooth,totalActiveAgents
351,2.130081,-192,Pedestrian,-17.16063,11.70822,0.9991496,-0.04123521,0.01382922,72.31066,71.9411,1
351,2.130081,-394,PedestrianHead,-17.16736,11.65338,0.9896683,-0.08077526,0.01382922,72.31066,71.9411,1
352,2.143929,-192,Pedestrian,-17.13931,11.70734,0.9991496,-0.04123509,0.01391979,71.84015,72.05962,1
352,2.143929,-394,PedestrianHead,-17.14609,11.65306,0.9896573,-0.0795058,0.01391979,71.84015,72.05962,1
353,2.158111,-192,Pedestrian,-17.1181,11.70646,0.9991496,-0.04123509,0.0138474,72.21574,72.12205,1
353,2.158111,-394,PedestrianHead,-17.12489,11.65283,0.9895788,-0.07872427,0.0138474,72.21574,72.12205,1
354,2.171749,-192,Pedestrian,-17.09638,11.70557,0.9991496,-0.04123509,0.01418188,70.51253,71.28902,1
354,2.171749,-394,PedestrianHead,-17.10318,11.65273,0.9894654,-0.07823205,0.01418188,70.51253,71.28902,1
355,2.185554,-192,Pedestrian,-17.0755,11.70471,0.9991496,-0.04123509,0.01363839,73.32246,72.25814,1
355,2.185554,-394,PedestrianHead,-17.08221,11.65289,0.9892907,-0.07831132,0.01363839,73.32246,72.25814,1
356,2.199755,-192,Pedestrian,-17.05436,11.70383,0.9991496,-0.04123509,0.01380453,72.43997,72.31924,1
356,2.199755,-394,PedestrianHead,-17.06102,11.65311,0.9891115,-0.07827008,0.01380453,72.43997,72.31924,1
357,2.213479,-192,Pedestrian,-17.03261,11.70294,0.9991496,-0.04123509,0.01420141,70.41555,71.60426,1
357,2.213479,-394,PedestrianHead,-17.03931,11.65335,0.9889978,-0.07704329,0.01420141,70.41555,71.60426,1
358,2.227671,-192,Pedestrian,-17.01159,11.70207,0.9991496,-0.04123509,0.01372365,72.86693,72.04612,1
358,2.227671,-394,PedestrianHead,-17.01836,11.6537,0.98892,-0.07483387,0.01372365,72.86693,72.04612,1
359,2.241121,-192,Pedestrian,-16.98985,11.70117,0.9991496,-0.04123509,0.01419198,70.46233,71.17435,1
359,2.241121,-394,PedestrianHead,-16.99677,11.65397,0.988916,-0.07151759,0.01419198,70.46233,71.17435,1
360,2.255035,-192,Pedestrian,-16.96925,11.70032,0.9991496,-0.04123509,0.01345078,74.34512,72.88464,1
360,2.255035,-394,PedestrianHead,-16.97629,11.65425,0.988991,-0.06701994,0.01345078,74.34512,72.88464,1
361,2.269127,-192,Pedestrian,-16.94794,11.69944,0.9991496,-0.04123509,0.01391349,71.87269,72.33235,1
361,2.269127,-394,PedestrianHead,-16.95521,11.65442,0.9891234,-0.06139374,0.01391349,71.87269,72.33235,1
362,2.282436,-192,Pedestrian,-16.92636,11.69855,0.9991496,-0.04123509,0.01409182,70.96313,71.9124,1
362,2.282436,-394,PedestrianHead,-16.93389,11.6546,0.9892069,-0.05619252,0.01409182,70.96313,71.9124,1
363,2.296923,-192,Pedestrian,-16.90598,11.69771,0.9991496,-0.04123509,0.01330964,75.13353,73.23024,1
363,2.296923,-394,PedestrianHead,-16.91394,11.65512,0.9891398,-0.05387688,0.01330964,75.13353,73.23024,1
364,2.310588,-192,Pedestrian,-16.88379,11.69679,0.9991496,-0.04123509,0.01448667,69.02898,71.24718,1
364,2.310588,-394,PedestrianHead,-16.89219,11.65551,0.9890834,-0.05152357,0.01448667,69.02898,71.24718,1
365,2.325347,-192,Pedestrian,-16.86287,11.69593,0.9991496,-0.04123509,0.01366474,73.18105,72.32592,1
