frame,timestamp,id,Label,pos_x,pos_y,for_x,for_y,deltaTime,frameRateRaw,frameRateSmooth,totalActiveAgents
369,2.669826,-394,PedestrianHead,19.27679,12.28324,-0.9817389,-0.09039211,0.02889469,34.60843,35.44616,1
370,2.697352,-192,Pedestrian,19.252,12.29386,-0.9977493,-0.06705499,0.02776677,36.01427,35.66356,1
370,2.697352,-394,PedestrianHead,19.23612,12.27967,-0.9823365,-0.08859253,0.02776677,36.01427,35.66356,1
371,2.725396,-192,Pedestrian,19.21143,12.29113,-0.9977493,-0.06705499,0.02752651,36.32861,35.89027,1
371,2.725396,-394,PedestrianHead,19.19624,12.27646,-0.982869,-0.08567393,0.02752651,36.32861,35.89027,1
372,2.752924,-192,Pedestrian,19.17009,12.28835,-0.9977493,-0.06705499,0.02804407,35.65817,35.93052,1
372,2.752924,-394,PedestrianHead,19.15515,12.27359,-0.9830247,-0.08286846,0.02804407,35.65817,35.93052,1
373,2.768694,-192,Pedestrian,19.12951,12.28562,-0.9977493,-0.06705499,0.02752761,36.32717,36.12675,1
373,2.768694,-394,PedestrianHead,19.11441,12.27128,-0.9827975,-0.08029461,0.02752761,36.32717,36.12675,1
374,2.794097,-192,Pedestrian,19.10627,12.28406,-0.9977493,-0.06705499,0.01577,63.41154,49.73555,1
374,2.794097,-394,PedestrianHead,19.09081,12.27038,-0.9824951,-0.07883644,0.01577,63.41154,49.73555,1
375,2.823054,-192,Pedestrian,19.06882,12.28155,-0.9977493,-0.06705499,0.02540308,39.36531,45.97155,1
375,2.823054,-394,PedestrianHead,19.05372,12.26828,-0.982138,-0.07628751,0.02540308,39.36531,45.97155,1
376,2.850321,-192,Pedestrian,19.02614,12.27868,-0.9977493,-0.06705499,0.02895719,34.53374,41.75877,1
376,2.850321,-394,PedestrianHead,19.01105,12.26608,-0.9816836,-0.07344043,0.02895719,34.53374,41.75877,1
377,2.878605,-192,Pedestrian,18.98595,12.27598,-0.9977493,-0.06705499,0.02726709,36.67425,36.57031,1
377,2.878605,-394,PedestrianHead,18.9705,12.2641,-0.9811484,-0.07208991,0.02726709,36.67425,36.57031,1
378,2.90634,-192,Pedestrian,18.94426,12.27317,-0.9977493,-0.06705499,0.02828365,35.35612,35.58708,2
